grant_id,pi_id,award_amount,funding_agency,start_date,end_date,department,status,publication_count
GNT_0000001514,FAC_00000262,27371,NSF,2024-01-11,2029-01-09,College of Natural Sciences,Active,1
GNT_0000001515,FAC_00000458,79309,DOD,2018-11-01,2020-10-31,College of Natural Sciences,Completed,3
GNT_0000001516,FAC_00000546,38278,USDA,2021-01-10,2023-01-10,College of Natural Sciences,Completed,1
GNT_0000001517,FAC_00000346,4416884,NIH,2018-10-07,2022-10-06,College of Natural Sciences,Completed,164
GNT_0000001518,FAC_00000460,211697,Private Foundation,2021-04-06,2024-04-05,College of Natural Sciences,Completed,7
GNT_0000001519,FAC_00000516,94859,DOD,2023-07-27,2026-07-26,College of Natural Sciences,Active,2
GNT_0000001520,FAC_00000193,41382,EPA,2022-08-06,2026-08-05,College of Natural Sciences,Active,0
GNT_0000001521,FAC_00000054,4436652,DOC,2020-05-09,2023-05-09,College of Natural Sciences,Cancelled,163
GNT_0000001522,FAC_00000254,401737,DOE,2018-07-19,2021-07-18,College of Natural Sciences,Cancelled,11
GNT_0000001523,FAC_00000239,441891,DOD,2024-04-28,2025-04-28,College of Natural Sciences,Completed,1
GNT_0000001524,FAC_00000407,173265,NIH,2019-02-28,2020-02-28,College of Natural Sciences,Completed,2
GNT_0000001525,FAC_00000219,264942,Private Foundation,2021-08-06,2022-08-06,College of Natural Sciences,Completed,5
GNT_0000001526,FAC_00000522,648488,DOE,2020-10-09,2023-10-09,College of Natural Sciences,Completed,21
GNT_0000001527,FAC_00000605,216848,NSF,2022-08-14,2026-08-13,College of Natural Sciences,Active,10
GNT_0000001528,FAC_00000269,139426,EPA,2024-04-18,2026-04-18,College of Natural Sciences,Completed,3
GNT_0000001529,FAC_00000533,13949,Industrial Partner,2020-01-18,2023-01-17,College of Natural Sciences,Completed,1
GNT_0000001530,FAC_00000331,29180,Private Foundation,2021-04-19,2024-04-18,College of Natural Sciences,Completed,1
GNT_0000001531,FAC_00000358,1830174,NIH,2019-01-24,2020-01-24,College of Natural Sciences,Completed,16
GNT_0000001532,FAC_00000208,102108,Industrial Partner,2020-07-25,2022-07-25,College of Natural Sciences,Completed,0
GNT_0000001533,FAC_00000518,153141,USDA,2020-06-09,2023-06-09,College of Natural Sciences,Completed,5
GNT_0000001534,FAC_00000186,48630,DOE,2021-01-06,2025-01-05,College of Natural Sciences,Completed,2
GNT_0000001535,FAC_00000670,155954,Industrial Partner,2021-06-20,2026-06-19,College of Natural Sciences,Completed,9
GNT_0000001536,FAC_00000570,48320,NIH,2021-12-20,2024-12-19,College of Natural Sciences,Completed,0
GNT_0000001537,FAC_00000025,86521,NSF,2019-09-11,2021-09-10,College of Natural Sciences,Completed,3
GNT_0000001538,FAC_00000288,5000000,DOE,2021-02-23,2023-02-23,College of Natural Sciences,Completed,96
GNT_0000001539,FAC_00000268,18702,DOD,2022-10-08,2025-10-07,College of Natural Sciences,Completed,0
GNT_0000001540,FAC_00000295,117622,USDA,2021-12-20,2023-12-20,College of Natural Sciences,Completed,2
GNT_0000001541,FAC_00000496,228158,NIH,2021-04-05,2023-04-05,College of Natural Sciences,Completed,6
GNT_0000001542,FAC_00000092,83039,EPA,2021-08-23,2023-08-23,College of Natural Sciences,Completed,2
GNT_0000001543,FAC_00000162,359707,NSF,2018-03-25,2021-03-24,College of Natural Sciences,Completed,9
GNT_0000001544,FAC_00000326,1690120,NIH,2022-08-06,2027-08-05,College of Natural Sciences,Active,88
GNT_0000001545,FAC_00000117,310318,EPA,2018-09-28,2021-09-27,College of Natural Sciences,Completed,8
GNT_0000001546,FAC_00000192,797463,Industrial Partner,2023-02-06,2025-02-05,College of Natural Sciences,Completed,16
GNT_0000001547,FAC_00000488,380719,DOC,2020-10-04,2023-10-04,College of Natural Sciences,Completed,12
GNT_0000001548,FAC_00000259,205375,EPA,2024-07-08,2025-07-08,College of Natural Sciences,Completed,4
GNT_0000001549,FAC_00000645,17646,Private Foundation,2024-06-21,2026-06-21,College of Natural Sciences,Completed,3
GNT_0000001550,FAC_00000378,38544,EPA,2023-01-10,2025-01-09,College of Natural Sciences,Completed,0
GNT_0000001551,FAC_00000587,25683,DOE,2018-10-27,2020-10-26,College of Natural Sciences,Completed,0
GNT_0000001552,FAC_00000005,29406,DOD,2021-07-02,2026-07-01,College of Natural Sciences,Completed,0
GNT_0000001553,FAC_00000317,62585,Industrial Partner,2018-03-27,2021-03-26,College of Natural Sciences,Completed,3
GNT_0000001554,FAC_00000229,159716,Private Foundation,2021-07-23,2023-07-23,College of Natural Sciences,Completed,3
GNT_0000001555,FAC_00000149,125900,DOE,2022-07-15,2026-07-14,College of Natural Sciences,Completed,4
GNT_0000001556,FAC_00000675,250345,DOC,2023-07-21,2024-07-20,College of Natural Sciences,Completed,2
GNT_0000001557,FAC_00000056,5000,EPA,2020-06-27,2025-06-26,College of Natural Sciences,Cancelled,0
GNT_0000001558,FAC_00000664,77677,NIH,2024-03-15,2027-03-15,College of Natural Sciences,Active,2
GNT_0000001559,FAC_00000250,646581,USDA,2024-03-18,2026-03-18,College of Natural Sciences,Completed,16
GNT_0000001560,FAC_00000464,819946,NSF,2019-11-10,2022-11-09,College of Natural Sciences,Completed,23
GNT_0000001561,FAC_00000467,574370,EPA,2022-06-07,2024-06-06,College of Natural Sciences,Completed,7
GNT_0000001562,FAC_00000268,110234,DOC,2024-10-16,2026-10-16,College of Natural Sciences,Active,3
GNT_0000001563,FAC_00000620,732746,NIH,2021-05-20,2025-05-19,College of Natural Sciences,Completed,28
GNT_0000001564,FAC_00000449,528614,Private Foundation,2023-12-21,2026-12-20,College of Natural Sciences,Active,14
GNT_0000001565,FAC_00000503,529039,DOC,2022-10-12,2024-10-11,College of Natural Sciences,Completed,7
GNT_0000001566,FAC_00000388,958066,Private Foundation,2021-01-15,2022-01-15,College of Natural Sciences,Completed,8
GNT_0000001567,FAC_00000490,137018,DOD,2019-12-01,2022-11-30,College of Natural Sciences,Cancelled,5
GNT_0000001568,FAC_00000195,201336,DOD,2018-09-28,2021-09-27,College of Natural Sciences,Completed,7
GNT_0000001569,FAC_00000364,116897,NIH,2018-09-14,2021-09-13,College of Natural Sciences,Completed,6
GNT_0000001570,FAC_00000531,902989,EPA,2018-05-27,2021-05-26,College of Natural Sciences,Completed,20
GNT_0000001571,FAC_00000511,5000000,USDA,2021-01-14,2026-01-13,College of Natural Sciences,Completed,243
GNT_0000001572,FAC_00000038,46798,NSF,2024-12-16,2026-12-16,College of Natural Sciences,Active,0
GNT_0000001573,FAC_00000435,370662,Private Foundation,2018-06-25,2020-06-24,College of Natural Sciences,Completed,8
GNT_0000001574,FAC_00000296,377461,NIH,2021-07-28,2024-07-27,College of Natural Sciences,Completed,11
GNT_0000001575,FAC_00000142,413553,DOD,2024-01-06,2026-01-05,College of Natural Sciences,Completed,8
GNT_0000001576,FAC_00000315,2179614,DOD,2021-01-18,2023-01-18,College of Natural Sciences,Completed,56
GNT_0000001577,FAC_00000266,347374,NSF,2021-01-22,2024-01-22,College of Natural Sciences,Completed,15
GNT_0000001578,FAC_00000022,11776,USDA,2021-12-04,2023-12-04,College of Natural Sciences,Completed,0
GNT_0000001579,FAC_00000036,753934,NIH,2018-10-27,2021-10-26,College of Natural Sciences,Completed,27
GNT_0000001580,FAC_00000587,961603,EPA,2018-03-20,2020-03-19,College of Natural Sciences,Completed,13
GNT_0000001581,FAC_00000663,3377278,USDA,2019-01-06,2022-01-05,College of Natural Sciences,Completed,107
GNT_0000001582,FAC_00000075,19541,NIH,2020-03-25,2023-03-25,College of Natural Sciences,Completed,0
GNT_0000001583,FAC_00000652,1150506,Private Foundation,2024-02-12,2027-02-11,College of Natural Sciences,Active,33
GNT_0000001584,FAC_00000604,2209161,DOC,2019-05-27,2022-05-26,College of Natural Sciences,Completed,57
GNT_0000001585,FAC_00000043,22917,DOC,2022-04-20,2025-04-19,College of Natural Sciences,Completed,1
GNT_0000001586,FAC_00000556,35638,Industrial Partner,2019-01-09,2021-01-08,College of Natural Sciences,Completed,1
GNT_0000001587,FAC_00000596,22718,USDA,2021-05-18,2022-05-18,College of Natural Sciences,Completed,0
GNT_0000001588,FAC_00000457,40541,DOE,2020-10-02,2023-10-02,College of Natural Sciences,Completed,2
GNT_0000001589,FAC_00000283,207374,EPA,2019-10-08,2021-10-07,College of Natural Sciences,Completed,3
GNT_0000001590,FAC_00000487,159134,USDA,2019-03-06,2023-03-05,College of Natural Sciences,Completed,6
GNT_0000001591,FAC_00000687,48788,USDA,2018-06-07,2022-06-06,College of Natural Sciences,Completed,2
GNT_0000001592,FAC_00000328,36216,EPA,2024-04-07,2026-04-07,College of Natural Sciences,Completed,0
GNT_0000001593,FAC_00000300,2687324,NIH,2024-03-01,2026-03-01,College of Natural Sciences,Completed,50
GNT_0000001594,FAC_00000267,151462,DOE,2022-03-08,2024-03-07,College of Natural Sciences,Completed,1
GNT_0000001595,FAC_00000343,767395,DOC,2022-06-03,2025-06-02,College of Natural Sciences,Completed,24
GNT_0000001596,FAC_00000097,221828,NSF,2021-01-05,2023-01-05,College of Natural Sciences,Completed,6
GNT_0000001597,FAC_00000239,8291,DOC,2020-06-21,2024-06-20,College of Natural Sciences,Completed,0
GNT_0000001598,FAC_00000651,409773,DOC,2022-06-12,2024-06-11,College of Natural Sciences,Completed,11
GNT_0000001599,FAC_00000186,114695,NSF,2018-01-04,2021-01-03,College of Natural Sciences,Completed,2
GNT_0000001600,FAC_00000431,93793,Industrial Partner,2018-10-24,2020-10-23,College of Natural Sciences,Completed,2
GNT_0000001601,FAC_00000167,469369,USDA,2021-04-11,2026-04-10,College of Natural Sciences,Completed,29
GNT_0000001602,FAC_00000536,552276,DOC,2021-05-11,2023-05-11,College of Natural Sciences,Completed,9
GNT_0000001603,FAC_00000266,129430,NSF,2022-12-22,2024-12-21,College of Natural Sciences,Completed,2
GNT_0000001604,FAC_00000600,34174,NIH,2023-01-08,2024-01-08,College of Natural Sciences,Completed,0
GNT_0000001605,FAC_00000654,942223,Private Foundation,2019-07-19,2021-07-18,College of Natural Sciences,Completed,15
GNT_0000001606,FAC_00000532,588777,Private Foundation,2019-09-27,2022-09-26,College of Natural Sciences,Completed,14
GNT_0000001607,FAC_00000176,135074,NSF,2022-09-26,2025-09-25,College of Natural Sciences,Completed,5
GNT_0000001608,FAC_00000568,3223628,Private Foundation,2019-09-10,2022-09-09,College of Natural Sciences,Completed,98
GNT_0000001609,FAC_00000324,168993,USDA,2019-12-26,2021-12-25,College of Natural Sciences,Completed,1
GNT_0000001610,FAC_00000271,34473,NIH,2020-04-20,2022-04-20,College of Natural Sciences,Completed,2
GNT_0000001611,FAC_00000056,63510,DOD,2022-04-25,2024-04-24,College of Natural Sciences,Completed,1
GNT_0000001612,FAC_00000658,427529,DOE,2023-04-07,2025-04-06,College of Natural Sciences,Completed,11
GNT_0000001613,FAC_00000663,26955,USDA,2020-03-10,2021-03-10,College of Natural Sciences,Completed,0
GNT_0000001614,FAC_00000326,301221,NSF,2023-04-13,2026-04-12,College of Natural Sciences,Completed,10
GNT_0000001615,FAC_00000021,34589,DOC,2019-03-19,2024-03-17,College of Natural Sciences,Completed,1
GNT_0000001616,FAC_00000040,86428,DOC,2023-07-05,2024-07-04,College of Natural Sciences,Completed,1
GNT_0000001617,FAC_00000675,246421,EPA,2023-01-26,2025-01-25,College of Natural Sciences,Completed,0
GNT_0000001618,FAC_00000377,241419,DOC,2024-09-01,2028-08-31,College of Natural Sciences,Active,8
GNT_0000001619,FAC_00000097,476887,DOE,2021-06-19,2024-06-18,College of Natural Sciences,Completed,9
GNT_0000001620,FAC_00000002,232441,NIH,2020-12-24,2022-12-24,College of Natural Sciences,Completed,2
GNT_0000001621,FAC_00000017,362889,NSF,2018-09-21,2020-09-20,College of Natural Sciences,Completed,5
GNT_0000001622,FAC_00000226,528102,DOD,2018-04-04,2020-04-03,College of Natural Sciences,Cancelled,13
GNT_0000001623,FAC_00000607,416769,Private Foundation,2018-03-27,2022-03-26,College of Natural Sciences,Completed,13
GNT_0000001624,FAC_00000131,61182,DOC,2020-05-25,2021-05-25,College of Natural Sciences,Completed,1
GNT_0000001625,FAC_00000596,175141,NIH,2024-05-03,2026-05-03,College of Natural Sciences,Completed,2
GNT_0000001626,FAC_00000641,3576634,Private Foundation,2022-03-19,2025-03-18,College of Natural Sciences,Completed,103
GNT_0000001627,FAC_00000626,68417,DOD,2023-01-15,2027-01-14,College of Natural Sciences,Active,4
GNT_0000001628,FAC_00000473,256509,DOE,2018-06-25,2021-06-24,College of Natural Sciences,Completed,5
GNT_0000001629,FAC_00000252,151416,Industrial Partner,2021-10-13,2023-10-13,College of Natural Sciences,Completed,4
GNT_0000001630,FAC_00000640,24001,Industrial Partner,2021-06-28,2023-06-28,College of Natural Sciences,Completed,1
GNT_0000001631,FAC_00000174,282796,Private Foundation,2020-10-20,2024-10-19,College of Natural Sciences,Completed,10
GNT_0000001632,FAC_00000195,237610,Private Foundation,2019-10-05,2021-10-04,College of Natural Sciences,Completed,9
GNT_0000001633,FAC_00000199,5000000,DOC,2018-01-04,2023-01-03,College of Natural Sciences,Completed,252
GNT_0000001634,FAC_00000687,80247,USDA,2024-03-08,2027-03-08,College of Natural Sciences,Active,0
GNT_0000001635,FAC_00000207,98546,EPA,2018-08-13,2020-08-12,College of Natural Sciences,Completed,1
GNT_0000001636,FAC_00000136,28570,EPA,2022-04-03,2024-04-02,College of Natural Sciences,Completed,1
GNT_0000001637,FAC_00000355,26263,USDA,2020-08-15,2024-08-14,College of Natural Sciences,Completed,0
GNT_0000001638,FAC_00000455,4120526,NSF,2023-05-19,2025-05-18,College of Natural Sciences,Cancelled,87
GNT_0000001639,FAC_00000143,794943,DOE,2019-06-09,2022-06-08,College of Natural Sciences,Completed,24
GNT_0000001640,FAC_00000263,42860,NSF,2024-03-03,2026-03-03,College of Natural Sciences,Completed,1
GNT_0000001641,FAC_00000093,335195,DOC,2020-01-13,2023-01-12,College of Natural Sciences,Completed,8
GNT_0000001642,FAC_00000646,25413,DOD,2021-03-20,2025-03-19,College of Natural Sciences,Completed,0
GNT_0000001643,FAC_00000641,2347132,USDA,2020-05-21,2022-05-21,College of Natural Sciences,Completed,43
GNT_0000001644,FAC_00000175,198734,DOC,2018-02-19,2019-02-19,College of Natural Sciences,Cancelled,3
GNT_0000001645,FAC_00000270,526525,DOE,2021-04-15,2024-04-14,College of Natural Sciences,Completed,17
GNT_0000001646,FAC_00000215,1303536,USDA,2020-06-20,2022-06-20,College of Natural Sciences,Completed,25
GNT_0000001647,FAC_00000338,284415,Private Foundation,2021-02-19,2024-02-19,College of Natural Sciences,Completed,13
GNT_0000001648,FAC_00000003,119804,DOD,2024-03-06,2027-03-06,College of Natural Sciences,Active,2
GNT_0000001649,FAC_00000032,510222,DOE,2020-07-15,2023-07-15,College of Natural Sciences,Completed,16
GNT_0000001650,FAC_00000138,182660,NIH,2019-02-23,2022-02-22,College of Natural Sciences,Completed,5
GNT_0000001651,FAC_00000480,116793,Industrial Partner,2021-04-04,2024-04-03,College of Natural Sciences,Completed,2
GNT_0000001652,FAC_00000266,5696,NSF,2020-08-12,2023-08-12,College of Natural Sciences,Completed,0
GNT_0000001653,FAC_00000221,95916,EPA,2024-04-24,2029-04-23,College of Natural Sciences,Active,5
GNT_0000001654,FAC_00000284,4464560,USDA,2023-07-05,2028-07-03,College of Natural Sciences,Active,223
GNT_0000001655,FAC_00000033,138914,EPA,2022-07-28,2023-07-28,College of Natural Sciences,Cancelled,0
GNT_0000001656,FAC_00000041,46852,Industrial Partner,2023-05-16,2025-05-15,College of Natural Sciences,Completed,2
GNT_0000001657,FAC_00000169,3103102,DOC,2021-06-05,2025-06-04,College of Natural Sciences,Completed,118
GNT_0000001658,FAC_00000034,15302,Industrial Partner,2018-11-28,2022-11-27,College of Natural Sciences,Completed,0
GNT_0000001659,FAC_00000215,2511133,EPA,2019-09-21,2021-09-20,College of Natural Sciences,Completed,48
GNT_0000001660,FAC_00000272,247800,EPA,2023-07-09,2027-07-08,College of Natural Sciences,Active,12
GNT_0000001661,FAC_00000310,771293,Industrial Partner,2024-07-04,2026-07-04,College of Natural Sciences,Completed,20
GNT_0000001662,FAC_00000589,283988,DOE,2020-03-23,2023-03-23,College of Natural Sciences,Completed,18
GNT_0000001663,FAC_00000436,91223,USDA,2018-01-20,2022-01-19,College of Natural Sciences,Completed,5
GNT_0000001664,FAC_00000046,2061591,EPA,2020-07-04,2023-07-04,College of Natural Sciences,Completed,53
GNT_0000001665,FAC_00000653,118966,DOD,2023-08-26,2024-08-25,College of Natural Sciences,Completed,0
GNT_0000001666,FAC_00000534,315969,EPA,2022-04-01,2025-03-31,College of Natural Sciences,Completed,12
GNT_0000001667,FAC_00000138,42638,DOD,2024-01-19,2027-01-18,College of Natural Sciences,Active,2
GNT_0000001668,FAC_00000571,657862,Industrial Partner,2023-10-06,2028-10-04,College of Natural Sciences,Active,21
GNT_0000001669,FAC_00000490,375644,NIH,2019-11-24,2020-11-23,College of Natural Sciences,Completed,2
GNT_0000001670,FAC_00000208,122148,DOE,2023-09-09,2028-09-07,College of Natural Sciences,Active,6
GNT_0000001671,FAC_00000373,124712,Private Foundation,2024-06-28,2027-06-28,College of Natural Sciences,Active,5
GNT_0000001672,FAC_00000606,974530,Private Foundation,2023-03-09,2028-03-07,College of Natural Sciences,Active,28
GNT_0000001673,FAC_00000344,148624,NSF,2020-01-07,2022-01-06,College of Natural Sciences,Completed,3
GNT_0000001674,FAC_00000005,29327,NIH,2023-03-23,2027-03-22,College of Natural Sciences,Active,3
GNT_0000001675,FAC_00000261,60025,NIH,2024-02-03,2029-02-01,College of Natural Sciences,Active,1
GNT_0000001676,FAC_00000163,2803166,EPA,2022-06-23,2023-06-23,College of Natural Sciences,Completed,28
GNT_0000001677,FAC_00000586,2316773,DOD,2023-04-28,2028-04-26,College of Natural Sciences,Active,120
GNT_0000001678,FAC_00000322,111100,DOE,2022-06-12,2025-06-11,College of Natural Sciences,Completed,2
GNT_0000001679,FAC_00000457,14555,Industrial Partner,2022-01-11,2025-01-10,College of Natural Sciences,Completed,1
GNT_0000001680,FAC_00000659,253256,NSF,2022-02-09,2025-02-08,College of Natural Sciences,Completed,6
GNT_0000001681,FAC_00000576,380764,EPA,2018-04-24,2019-04-24,College of Natural Sciences,Completed,7
GNT_0000001682,FAC_00000339,151342,NIH,2023-03-04,2025-03-03,College of Natural Sciences,Completed,1
GNT_0000001683,FAC_00000465,3315315,NIH,2020-10-21,2022-10-21,College of Natural Sciences,Completed,73
GNT_0000001684,FAC_00000293,715293,DOE,2021-02-10,2025-02-09,College of Natural Sciences,Completed,27
GNT_0000001685,FAC_00000592,108804,NSF,2023-04-22,2025-04-21,College of Natural Sciences,Completed,3
GNT_0000001686,FAC_00000692,247283,EPA,2021-01-17,2022-01-17,College of Natural Sciences,Completed,2
GNT_0000001687,FAC_00000617,11502,USDA,2022-08-16,2025-08-15,College of Natural Sciences,Completed,0
GNT_0000001688,FAC_00000576,10549,DOC,2020-10-15,2023-10-15,College of Natural Sciences,Completed,0
GNT_0000001689,FAC_00000462,134012,USDA,2024-11-05,2028-11-04,College of Natural Sciences,Active,8
GNT_0000001690,FAC_00000403,266519,DOE,2020-05-15,2023-05-15,College of Natural Sciences,Completed,4
GNT_0000001691,FAC_00000343,5000000,EPA,2024-10-05,2026-10-05,College of Natural Sciences,Active,107
GNT_0000001692,FAC_00000515,117954,DOD,2023-06-23,2026-06-22,College of Natural Sciences,Completed,5
GNT_0000001693,FAC_00000680,260049,NSF,2023-12-09,2026-12-08,College of Natural Sciences,Active,11
GNT_0000001694,FAC_00000168,748450,USDA,2024-03-05,2026-03-05,College of Natural Sciences,Completed,14
GNT_0000001695,FAC_00000454,725460,NSF,2021-02-17,2022-02-17,College of Natural Sciences,Cancelled,5
GNT_0000001696,FAC_00000090,43551,DOC,2021-09-08,2024-09-07,College of Natural Sciences,Completed,1
GNT_0000001697,FAC_00000473,5369,DOE,2023-12-27,2025-12-26,College of Natural Sciences,Completed,0
GNT_0000001698,FAC_00000354,1130875,DOD,2019-05-21,2021-05-20,College of Natural Sciences,Completed,24
GNT_0000001699,FAC_00000316,144509,DOD,2019-11-11,2023-11-10,College of Natural Sciences,Completed,4
GNT_0000001700,FAC_00000512,33127,EPA,2019-12-18,2022-12-17,College of Natural Sciences,Completed,1
GNT_0000001701,FAC_00000040,143596,NSF,2019-02-19,2022-02-18,College of Natural Sciences,Completed,9
GNT_0000001702,FAC_00000594,226706,EPA,2018-03-24,2021-03-23,College of Natural Sciences,Completed,7
GNT_0000001703,FAC_00000678,75365,DOC,2019-01-10,2022-01-09,College of Natural Sciences,Completed,1
GNT_0000001704,FAC_00000067,2003005,DOE,2020-09-16,2022-09-16,College of Natural Sciences,Completed,38
GNT_0000001705,FAC_00000520,541414,Private Foundation,2018-08-02,2021-08-01,College of Natural Sciences,Completed,8
GNT_0000001706,FAC_00000077,177309,NIH,2021-07-16,2024-07-15,College of Natural Sciences,Completed,2
GNT_0000001707,FAC_00000637,1123383,NIH,2021-11-13,2024-11-12,College of Natural Sciences,Completed,25
GNT_0000001708,FAC_00000483,702949,DOC,2018-10-07,2021-10-06,College of Natural Sciences,Completed,25
GNT_0000001709,FAC_00000440,78070,DOC,2020-04-08,2024-04-07,College of Natural Sciences,Completed,3
GNT_0000001710,FAC_00000621,215571,DOE,2019-03-19,2023-03-18,College of Natural Sciences,Completed,8
GNT_0000001711,FAC_00000466,119387,Private Foundation,2023-10-18,2026-10-17,College of Natural Sciences,Active,2
GNT_0000001712,FAC_00000336,1799718,USDA,2021-07-12,2026-07-11,College of Natural Sciences,Completed,97
GNT_0000001713,FAC_00000528,351928,USDA,2022-02-12,2025-02-11,College of Natural Sciences,Completed,12
GNT_0000001714,FAC_00000656,506869,Industrial Partner,2019-10-02,2021-10-01,College of Natural Sciences,Completed,19
GNT_0000001715,FAC_00000664,79955,Industrial Partner,2022-03-11,2025-03-10,College of Natural Sciences,Completed,2
GNT_0000001716,FAC_00000552,10178,NIH,2023-08-23,2025-08-22,College of Natural Sciences,Completed,1
GNT_0000001717,FAC_00000080,362241,USDA,2024-09-22,2028-09-21,College of Natural Sciences,Active,9
GNT_0000001718,FAC_00000618,66937,DOD,2018-05-14,2021-05-13,College of Natural Sciences,Completed,1
GNT_0000001719,FAC_00000061,644611,Private Foundation,2023-05-02,2024-05-01,College of Natural Sciences,Completed,4
GNT_0000001720,FAC_00000313,309143,DOC,2023-09-11,2025-09-10,College of Natural Sciences,Completed,7
GNT_0000001721,FAC_00000192,8653,NSF,2022-11-17,2026-11-16,College of Natural Sciences,Active,0
GNT_0000001722,FAC_00000497,35740,DOD,2021-06-24,2024-06-23,College of Natural Sciences,Completed,2
GNT_0000001723,FAC_00000599,57229,USDA,2020-09-17,2023-09-17,College of Natural Sciences,Completed,2
GNT_0000001724,FAC_00000171,136488,DOD,2019-04-27,2024-04-25,College of Natural Sciences,Completed,9
GNT_0000001725,FAC_00000354,71140,DOC,2020-12-18,2023-12-18,College of Natural Sciences,Completed,3
GNT_0000001726,FAC_00000606,960877,USDA,2022-03-25,2023-03-25,College of Natural Sciences,Completed,10
GNT_0000001727,FAC_00000429,142409,NSF,2023-06-23,2026-06-22,College of Natural Sciences,Completed,5
GNT_0000001728,FAC_00000413,375113,EPA,2020-07-23,2023-07-23,College of Natural Sciences,Completed,8
GNT_0000001729,FAC_00000655,495692,Private Foundation,2022-08-05,2023-08-05,College of Natural Sciences,Completed,7
GNT_0000001730,FAC_00000085,1333078,Industrial Partner,2024-07-26,2029-07-25,College of Natural Sciences,Active,69
GNT_0000001731,FAC_00000092,16456,NIH,2023-03-01,2025-02-28,College of Natural Sciences,Completed,0
GNT_0000001732,FAC_00000164,3055560,NSF,2024-12-17,2028-12-16,College of Natural Sciences,Active,117
GNT_0000001733,FAC_00000357,125830,DOE,2018-05-13,2019-05-13,College of Natural Sciences,Completed,2
GNT_0000001734,FAC_00000260,1021886,USDA,2024-08-05,2026-08-05,College of Natural Sciences,Active,22
GNT_0000001735,FAC_00000241,982061,DOD,2019-11-19,2020-11-18,College of Natural Sciences,Completed,10
GNT_0000001736,FAC_00000306,144521,NIH,2022-03-12,2025-03-11,College of Natural Sciences,Completed,3
GNT_0000001737,FAC_00000114,1996228,USDA,2023-05-07,2026-05-06,College of Natural Sciences,Completed,65
GNT_0000001738,FAC_00000419,151879,Industrial Partner,2022-11-28,2026-11-27,College of Natural Sciences,Active,5
GNT_0000001739,FAC_00000624,138609,Private Foundation,2018-06-24,2021-06-23,College of Natural Sciences,Completed,3
GNT_0000001740,FAC_00000136,296923,DOD,2021-06-03,2023-06-03,College of Natural Sciences,Completed,5
GNT_0000001741,FAC_00000570,50725,NIH,2020-10-13,2025-10-12,College of Natural Sciences,Completed,1
GNT_0000001742,FAC_00000538,27766,NIH,2021-03-18,2023-03-18,College of Natural Sciences,Completed,0
GNT_0000001743,FAC_00000200,24238,Private Foundation,2018-03-06,2021-03-05,College of Natural Sciences,Completed,0
GNT_0000001744,FAC_00000440,48042,Private Foundation,2019-03-28,2024-03-26,College of Natural Sciences,Completed,1
GNT_0000001745,FAC_00000263,261051,USDA,2019-06-01,2023-05-31,College of Natural Sciences,Completed,15
GNT_0000001746,FAC_00000162,22374,EPA,2024-02-18,2028-02-17,College of Natural Sciences,Active,2
GNT_0000001747,FAC_00000144,433999,NIH,2023-03-12,2027-03-11,College of Natural Sciences,Active,15
GNT_0000001748,FAC_00000368,367666,DOD,2018-12-26,2019-12-26,College of Natural Sciences,Completed,6
GNT_0000001749,FAC_00000134,141464,USDA,2023-11-21,2025-11-20,College of Natural Sciences,Completed,2
GNT_0000001750,FAC_00000099,40639,DOD,2023-07-06,2028-07-04,College of Natural Sciences,Active,1
GNT_0000001751,FAC_00000666,2823040,USDA,2022-05-15,2025-05-14,College of Natural Sciences,Cancelled,80
GNT_0000001752,FAC_00000063,481082,Private Foundation,2021-03-18,2026-03-17,College of Natural Sciences,Completed,19
GNT_0000001753,FAC_00000156,681151,NIH,2018-07-07,2020-07-06,College of Natural Sciences,Completed,16
GNT_0000001754,FAC_00000040,111706,NSF,2021-10-25,2023-10-25,College of Natural Sciences,Completed,6
GNT_0000001755,FAC_00000587,64585,NIH,2020-05-06,2023-05-06,College of Natural Sciences,Completed,3
GNT_0000001756,FAC_00000089,539984,USDA,2018-11-01,2020-10-31,College of Natural Sciences,Completed,8
GNT_0000001757,FAC_00000207,699553,NSF,2019-02-28,2024-02-27,College of Natural Sciences,Completed,25
GNT_0000001758,FAC_00000056,96716,DOE,2018-03-26,2019-03-26,College of Natural Sciences,Completed,2
GNT_0000001759,FAC_00000015,271789,EPA,2024-03-08,2027-03-08,College of Natural Sciences,Active,9
GNT_0000001760,FAC_00000559,516988,DOD,2019-05-03,2022-05-02,College of Natural Sciences,Completed,18
GNT_0000001761,FAC_00000230,243981,Industrial Partner,2018-05-19,2021-05-18,College of Natural Sciences,Completed,9
GNT_0000001762,FAC_00000678,84901,NIH,2020-10-06,2023-10-06,College of Natural Sciences,Completed,1
GNT_0000001763,FAC_00000241,558239,Private Foundation,2018-10-01,2021-09-30,College of Natural Sciences,Completed,21
GNT_0000001764,FAC_00000376,2918215,DOC,2023-01-20,2024-01-20,College of Natural Sciences,Completed,25
GNT_0000001765,FAC_00000677,751639,DOD,2019-12-21,2021-12-20,College of Natural Sciences,Completed,20
GNT_0000001766,FAC_00000286,110621,DOE,2018-07-13,2020-07-12,College of Natural Sciences,Completed,3
GNT_0000001767,FAC_00000616,12558,EPA,2019-03-27,2022-03-26,College of Natural Sciences,Completed,0
GNT_0000001768,FAC_00000687,48877,NIH,2024-12-15,2026-12-15,College of Natural Sciences,Active,2
